	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG11311	0.323380227	0.287317336	0.31603791	0.390628606	0.30432944	0.285611484	0.339449681	0.336253045	0.209075774	0.35802699	0.261144979	0.179380703	0.248170496	0.201348676	0.26666951	0.243341801	0.241837409	0.185909221	0.213468441	0.216489178
EG11313	0.996606239	0.893905661	0.734461514	0.922589559	0.962635207	0.84059969	0.919094562	0.991413841	0.673066747	0.730504615	0.936218057	0.611468341	0.980441274	0.50581858	0.869947407	0.995320713	0.619719431	0.841243132	0.924738804	0.934840289
EG11314	0.968826911	0.995234539	0.999924241	0.026723379	0.000286	0.031875939	0.410408757	0.00014	0.06632571	0.545101458	0.002821968	0.971592282	0.072431575	0.868108308	0.092816425	0.01514507	0.154744069	0.206984567	0.077642736	0.010272549
EG11316	0.858977757	0.620579819	0.672152482	0.637790828	0.862854195	0.758669421	0.803869669	0.926008414	0.573077509	0.544406805	0.865262443	0.202153218	0.950937954	0.200358295	0.758024928	0.990741168	0.358822664	0.691498074	0.84055396	0.858651756
EG11325	0.23300086	0.119734617	0.704531295	0.115285175	0.245125704	0.06540886	0.35335473	0.111273956	0.065189411	0.177240775	0.682396809	0.413289166	0.812405468	0.164727683	0.668368586	0.709204756	0.408529844	0.661882408	0.512842647	0.408598647
EG11326	0.694097605	0.78056413	0.710935248	0.399683062	0.390658982	0.350202414	0.474533981	0.298753449	0.339249533	0.585722458	0.941781814	0.915612657	0.977596151	0.838669635	0.975573122	0.990563901	0.741038086	0.850177663	0.9612915	0.971534928
EG11327	0.833144244	0.868822571	0.833171348	0.527791938	0.435051467	0.581850461	0.533605645	0.553816849	0.441800333	0.759789833	0.641241106	0.924660285	0.725645272	0.834899673	0.785890912	0.710680037	0.647481756	0.706677951	0.681129288	0.709567373
EG11329	0.457837758	0.328712948	0.191392941	0.30807566	0.277474956	0.267539629	0.330728482	0.34365443	0.275734143	0.2650746	0.309675304	0.302696876	0.310015435	0.304934317	0.472251053	0.425342142	0.253254442	0.274735533	0.410713092	0.361921597
EG11330	0.332096558	0.240104942	0.196930453	0.327493196	0.274447097	0.309571997	0.250660003	0.363536273	0.221769289	0.268413221	0.216419256	0.272043806	0.239619585	0.227536631	0.219512324	0.334298782	0.272774902	0.268606132	0.215444548	0.225926343
EG11331	0.989033661	0.270890579	0.908969276	0.883419685	0.812998997	0.513485331	0.702237178	0.897414974	0.690743764	0.974711623	0.870694242	0.934872855	0.502360294	0.216064725	0.951495108	0.528389565	0.452374314	0.966615757	0.730900125	0.255394806
EG11345	0.475826173	0.664447951	0.819355437	0.055101478	0.000926	0.041253692	0.324160833	0.000141	0.242741661	0.304192257	0.011015998	0.999998824	0.252642771	0.99977781	0.175443483	0.040136168	0.702805302	0.760788531	0.110368037	0.081041356
EG11346	0.60665437	0.822963836	0.463944308	0.52164887	0.790949784	0.649366816	0.639375471	0.858524726	0.457312625	0.401397046	0.480847642	0.764879961	0.575698475	0.765860747	0.721307044	0.497116938	0.767392504	0.671659547	0.581245846	0.656327477
EG11347	0.585486031	0.804844916	0.427569844	0.580207505	0.783401084	0.630478602	0.576896671	0.820787376	0.403434195	0.546500597	0.464367397	0.719084987	0.4378792	0.750992561	0.685856279	0.53329099	0.758382372	0.566374722	0.596625148	0.633770583
EG11355	0.669247303	0.829289955	0.554055236	0.515598849	0.782703113	0.664272329	0.669330622	0.797917954	0.458183574	0.537630607	0.463850401	0.74543171	0.598911523	0.763299792	0.744653507	0.548961059	0.781181346	0.619439939	0.58116568	0.648704194
EG11356	0.743077236	0.854728901	0.683573098	0.639613338	0.856309966	0.678258314	0.735754	0.89525028	0.483654058	0.612892588	0.436917993	0.723486922	0.578561073	0.719723523	0.659393526	0.53357039	0.808857538	0.607337453	0.616405887	0.628369112
EG11366	0.998970996	0.928045812	0.801022826	0.970894808	0.985026347	0.918428093	0.949150185	0.997170938	0.498164097	0.821942975	0.931626491	0.401436251	0.983423922	0.311674194	0.833394089	0.995022503	0.458140827	0.793250962	0.903308874	0.936190707
EG11373	0.999523336	0.975637764	0.891448592	0.98704753	0.994843809	0.964154883	0.973741918	0.998253857	0.754754995	0.945878516	0.980513038	0.819080776	0.996301607	0.681661183	0.969631863	0.9988515	0.832565733	0.950161018	0.983574195	0.983064543
EG11378	0.99885194	0.962921605	0.740266501	0.969830943	0.988264671	0.932641954	0.952030213	0.997924125	0.628199321	0.770959908	0.968097844	0.552745837	0.986384556	0.433176413	0.897888825	0.996720369	0.706447353	0.873533394	0.94942549	0.956194798
EG11379	0.832205433	0.75430944	0.453261701	0.812894612	0.740784088	0.75682737	0.691127605	0.752300618	0.651922498	0.738879692	0.877745212	0.804031923	0.648788795	0.829451635	0.745246057	0.77984729	0.702538894	0.772711415	0.81166559	0.904412514
EG11380	0.825938953	0.728091041	0.61713767	0.799131149	0.598484457	0.795013747	0.833459375	0.78622869	0.674413334	0.688229191	0.896254646	0.847062427	0.70016778	0.81878903	0.764972947	0.804452418	0.718023538	0.79877944	0.872991338	0.906304474
EG11381	0.995577377	0.799148509	0.669685149	0.913710767	0.961877086	0.751125237	0.809529131	0.990975659	0.28494359	0.586614524	0.920601858	0.489999719	0.976100231	0.26230255	0.853767876	0.993761019	0.470624092	0.867073527	0.912650753	0.91780238
EG11384	0.538239467	0.925391279	0.398494364	0.667103362	0.690962039	0.417637204	0.45060869	0.590529888	0.490045448	0.639612787	0.247873424	0.337627193	0.377846232	0.13390666	0.308350719	0.489663227	0.206962598	0.41445063	0.44755969	0.358239308
EG11385	0.643791692	0.901096518	0.418692645	0.770468304	0.816622484	0.539490181	0.544453193	0.724947538	0.39071997	0.653659579	0.579058126	0.435907211	0.608076471	0.167043112	0.597943098	0.711865358	0.292609772	0.604640284	0.748759885	0.561181327
EG11388	0.880963966	0.953589353	0.819141448	0.861656328	0.935086898	0.865479896	0.875247938	0.948562994	0.770952431	0.848256797	0.556766683	0.840580734	0.679347291	0.916017614	0.837636806	0.681473662	0.887386568	0.76754075	0.777257062	0.75842634
EG11389	0.764998643	0.909060749	0.781416379	0.764623459	0.889584018	0.824965792	0.729900958	0.917398641	0.684342357	0.715801561	0.004510155	0.004552747	0.007281109	0.009545034	0.007722728	0.005117715	0.00363585	0.000739	0.006195743	0.001083484
EG11391	0.02669209	0.119199626	0.187086866	0.037389739	0.057662998	0.100536348	0.089689433	0.065663044	0.103555259	0.168383261	0.208603152	0.113173839	0.097016493	0.093132705	0.118877534	0.063970249	0.185748347	0.086685884	0.220497029	0.113161117
EG11394	0.608035481	0.1763786	0.496613664	0.593418087	0.682532547	0.328229271	0.892001636	0.995225647	0.832530604	0.606499599	0.180510782	0.978643272	0.959323234	0.166585559	0.682496755	0.375037444	0.564332977	0.11159462	0.375760014	0.329211744
EG11398	0.224446264	0.225614172	0.213395025	0.242096018	0.215274899	0.262403269	0.288061234	0.254101963	0.124581561	0.231625656	0.196860501	0.20254439	0.261248847	0.106347692	0.130758034	0.2853437	0.139395619	0.314011553	0.39213105	0.378671443
EG11399	0.263881893	0.200874254	0.170241399	0.1722484	0.215639284	0.25376024	0.125709305	0.199789318	0.19057715	0.263263266	0.005326768	0.001710624	0.017222273	0.007760117	0.001057627	0.007117932	0.004566985	0.001568685	0.00187977	0.001080169
EG11400	0.172925628	0.368351009	0.213903096	0.148900534	0.195935644	0.252309663	0.165416517	0.180541989	0.26516297	0.319275992	0.451092628	0.43701	0.366954072	0.472389519	0.370708101	0.418100982	0.609874954	0.597952254	0.423116276	0.624225761
EG11401	0.851192166	0.979464141	0.160300865	0.232813157	0.936964169	0.743418906	0.795517978	0.955673666	0.05996842	0.114681501	0.406385375	0.713115405	0.607367464	0.831648574	0.515186516	0.26216119	0.962289531	0.9357674	0.586015329	0.552518527
EG11402	0.643000169	0.478718862	0.32102388	0.44042666	0.476095232	0.389468108	0.647867266	0.693974701	0.1307744	0.139234551	0.640465634	0.168051692	0.770248095	0.174497822	0.51293186	0.679528504	0.310644295	0.503120884	0.446975015	0.721815171
EG11405	0.623786087	0.659285179	0.557106488	0.67043824	0.327785234	0.68807909	0.501040471	0.819304573	0.741312824	0.670593839	0.742063221	0.880600631	0.54894489	0.929845076	0.751465536	0.660117196	0.511852181	0.807892756	0.908799788	0.927263892
EG11407	0.815699529	0.464270779	0.40777417	0.654945992	0.801562878	0.719541997	0.775413025	0.98350427	0.46983596	0.368001798	0.475397507	0.666607749	0.737894496	0.450805883	0.814273456	0.994409382	0.292600296	0.871030547	0.64499748	0.759253786
EG11408	0.841542489	0.438217153	0.533919756	0.596041964	0.811129253	0.616953835	0.734652497	0.984622282	0.560881527	0.436014229	0.344659296	0.463888609	0.642675867	0.164847626	0.683014688	0.989159848	0.134424137	0.782187439	0.548940513	0.525514807
EG11415	0.895606553	0.826284858	0.710380101	0.877608855	0.909219555	0.818204422	0.876760167	0.89240326	0.358799365	0.65284993	0.754883109	0.496650113	0.765866208	0.42548926	0.709492436	0.775028628	0.581655876	0.647650245	0.722248027	0.657534246
EG11422	0.850740794	0.657502962	0.797257313	0.869644628	0.790148108	0.724433627	0.728293127	0.828783255	0.78242452	0.82935143	0.858329485	0.668148322	0.745650069	0.434084642	0.843962384	0.744276151	0.491782562	0.843267548	0.804110202	0.596138791
EG11424	0.523071806	0.541080071	0.510532822	0.675980455	0.563493593	0.565647688	0.373897589	0.638438897	0.340355172	0.536317456	0.611483401	0.165166357	0.272867635	0.593251076	0.715424824	0.799072134	0.488959762	0.565374771	0.673596049	0.70816338
EG11429	0.072597612	0.208662085	0.434650749	0.321398916	0.117578691	0.327314031	0.068846209	0.146005777	0.21533536	0.380690808	0.644117514	0.404992795	0.628882524	0.282196532	0.747056656	0.736150752	0.077385248	0.212051461	0.67760572	0.605301839
EG11434	0.32210892	0.309498644	0.288932446	0.317554636	0.376481537	0.312255492	0.155108605	0.276041826	0.255799858	0.285270359	0.386761547	0.345404633	0.49751541	0.277552665	0.376320256	0.345257431	0.30622826	0.33185614	0.394549216	0.350763411
EG11435	0.836132822	0.603289091	0.770761205	0.82723534	0.794467255	0.740089072	0.730614944	0.830133482	0.669408834	0.778396406	0.843102185	0.707679966	0.797307519	0.533663579	0.8226758	0.754956711	0.635147476	0.824204017	0.781172555	0.633333812
EG11442	0.090958851	0.146487177	0.132940857	0.242646811	0.200019914	0.076196621	0.510300154	0.116109373	0.15352651	0.171405305	0.053175395	0.767351931	0.096355705	0.227327397	0.098557649	0.10318858	0.139157187	0.173070651	0.082406517	0.069380093
EG11443	0.70014136	0.054359752	0.436801124	0.388572774	0.61491402	0.602321948	0.703803116	0.984774119	0.897591861	0.430351889	0.137470047	0.751399227	0.544981446	0.639152762	0.752288751	0.996004513	0.049157062	0.996720745	0.5086032	0.630143839
EG11448	0.116238896	0.126416649	0.053780065	0.10330866	0.123844624	0.081967628	0.125521628	0.321396049	0.105663213	0.072877259	0.215481766	0.232935335	0.123186781	0.195339925	0.175162942	0.199361224	0.160616055	0.123225666	0.247292228	0.173140496
EG11489	0.278434145	0.225486143	0.20020672	0.186008334	0.269546556	0.311797251	0.250340043	0.256599113	0.212335159	0.305173592	0.416893491	0.41755763	0.38066412	0.428557778	0.433656151	0.439755662	0.438296096	0.374950898	0.414955326	0.352639437
EG11490	0.682138983	0.499126427	0.584855907	0.572669504	0.450550249	0.574232219	0.68987487	0.580215632	0.62700819	0.603203888	0.741525867	0.569828969	0.659285183	0.605212743	0.614027665	0.585800822	0.53501946	0.50164062	0.67462667	0.676246718
EG11495	0.328366716	0.234584955	0.444185586	0.266186753	0.111720335	0.323979487	0.462842218	0.352395909	0.489982723	0.480571754	0.461306688	0.408803315	0.410941739	0.553917015	0.203121946	0.415183417	0.367524705	0.39313097	0.335596824	0.554403961
EG11501	0.409942154	0.58776337	0.325803077	0.419236451	0.43754573	0.485592742	0.509090023	0.381409369	0.40392256	0.500868591	0.123938757	0.163438886	0.18375083	0.280897913	0.111617663	0.109887836	0.109000192	0.164039535	0.190250985	0.188505347
EG11504	0.038688732	0.991355692	0.073071259	0.358182695	0.362734599	0.141040827	0.030699488	0.087443205	0.443011752	0.854285473	0.011298851	0.699200125	0.15155138	0.153875834	0.312962444	0.256966213	0.184231118	0.389253688	0.4988772	0.073690874
EG11506	0.352581683	0.525419177	0.559686628	0.667011504	0.339666205	0.523048873	0.374507971	0.488663105	0.552549869	0.611784017	0.522236042	0.13423277	0.253565275	0.063676687	0.570010458	0.485028362	0.005029914	0.007283449	0.42248997	0.36286331
EG11507	0.276887622	0.294865622	0.588735932	0.572458061	0.440385742	0.482401872	0.328290118	0.469416009	0.408394009	0.621851643	0.004834958	0.011847066	0.005638774	0.001197355	0.003239228	0.007431078	0.006340261	0.007259335	0.011481748	0.001749811
EG11508	0.649481052	0.593914951	0.581752873	0.624848048	0.614353638	0.552813029	0.612747103	0.562306552	0.364737098	0.545829881	0.415980994	0.357082988	0.293779187	0.469741151	0.421345538	0.39430892	0.505714905	0.482432394	0.462064168	0.364804441
EG11514	0.519614663	0.049745965	0.29635119	0.195536788	0.318100688	0.351696421	0.53760007	0.703421615	0.674817742	0.291915197	0.072424466	0.528315579	0.315619651	0.395757175	0.500277145	0.734181579	0.029781307	0.811714926	0.371345718	0.442004186
EG11518	0.256277507	0.156558998	0.357884426	0.281259256	0.289342721	0.254835607	0.253365462	0.294592285	0.345379534	0.406827055	0.331559788	0.23448523	0.293588958	0.282214467	0.307453863	0.270224758	0.304666594	0.298126705	0.251796844	0.31789289
EG11519	0.643774562	0.584514078	0.005648561	0.87722894	0.58043612	0.804135371	0.434520044	0.936049646	0.781904199	0.470641885	0.672620662	0.893637608	0.102561339	0.97837593	0.592163343	0.215583665	0.53876475	0.583274801	0.864423348	0.839235957
EG11527	0.417527196	0.58249218	0.069710452	0.072302148	0.902091546	0.602328524	0.737024197	0.937963337	0.874497841	0.31018851	0.637169162	0.084275603	0.278014937	0.776412829	0.472038289	0.651906734	0.985775396	0.030598527	0.280535355	0.453464337
EG11530	0.003183037	0.005104748	0.090561632	0.107104811	0.130835743	0.152948782	0.225943358	0.934667654	0.475097123	0.041291967	0.271059818	0.655506093	0.115690737	0.148978735	0.435912125	0.350922628	0.10018545	0.25321871	0.414346425	0.274604885
EG11531	0.998121322	0.899106907	0.793958467	0.96012206	0.982425805	0.876234046	0.925966913	0.994996402	0.413449756	0.772651063	0.957559762	0.555396326	0.984684147	0.46152345	0.910181794	0.996370522	0.553378406	0.85917847	0.936410924	0.935133663
EG11534	0.062417804	0.12734308	0.460670565	0.294419555	0.201793778	0.272400248	0.090958135	0.121281731	0.152540879	0.312401939	0.663054186	0.351239927	0.478998522	0.314969969	0.71384077	0.642972459	0.098136084	0.208397172	0.625682454	0.542303377
EG11535	0.323201561	0.295647141	0.484816648	0.515639029	0.328494648	0.544991748	0.237000146	0.425438557	0.467255225	0.566480454	0.171157543	0.026260424	0.127490113	0.018704307	0.281796818	0.173900993	1.29E-05	0.002436103	0.139846665	0.126039224
EG11538	0.978107014	0.332653707	0.02975125	0.633200012	0.842285678	0.278242541	0.389346041	0.971638083	8.77E-05	0.099666711	0.966037589	0.545954104	0.987350333	0.421833873	0.930582804	0.996789783	0.561765975	0.900472204	0.961445666	0.969321136
EG11540	0.997432044	0.893979916	0.806020449	0.952199005	0.981546547	0.882563571	0.939156074	0.996548595	0.311968381	0.73030894	0.995390452	0.994751538	0.994838907	0.99299713	0.995422093	0.995581292	0.995131803	0.996145167	0.995066793	0.997119508
EG11544	0.68698388	0.459177824	0.691623109	0.393389808	0.068703892	0.592468489	0.661872102	0.083150296	0.792952214	0.59401811	0.820764818	0.834973086	0.515525901	0.99759917	0.470133561	0.581551329	0.578596159	0.469360605	0.376237117	0.657341143
EG11545	0.819656933	0.938008401	0.851262246	0.831048928	0.904461742	0.843193702	0.827664251	0.939396852	0.741819528	0.782306838	0.690920977	0.901192648	0.79723609	0.91273537	0.849196389	0.751681273	0.912546459	0.816181878	0.811728171	0.773730055
EG11551	0.420601098	0.850895407	0.437719996	0.604760838	0.569993443	0.741707467	0.412364936	0.874857917	0.176729596	0.732497943	0.82338187	0.867417668	0.931717663	0.74912091	0.959779742	0.974411047	0.502894675	0.677641017	0.930965445	0.940733567
EG11552	0.51031052	0.851581603	0.375739124	0.581112014	0.37487924	0.69420209	0.420344229	0.887136651	0.210064834	0.648487041	0.426768715	0.594132333	0.428836933	0.344911029	0.587594682	0.433608277	0.249612285	0.347827633	0.517106377	0.477065068
EG11554	0.295807466	0.025639007	0.215397249	0.282920643	0.309366793	0.287807961	0.316087652	0.565973484	0.57532221	0.181021072	0.064015246	0.416066916	0.268907608	0.315655841	0.395426103	0.595263	0.065066815	0.68994221	0.26231823	0.494038656
EG11557	0.08481284	0.098496831	0.112318979	0.125515548	0.031143723	0.058785876	0.096249334	0.089736746	0.070825392	0.111334138	0.2053741	0.132947574	0.243635345	0.201087515	0.215201413	0.391666539	0.278236262	0.265944583	0.242567156	0.328419103
EG11558	0.150592029	0.23119325	0.07148859	0.200874906	0.160119443	0.232294118	0.17214665	0.233871338	0.143547413	0.123844607	0.461147483	0.255690131	0.266696124	0.184916365	0.337953779	0.294451838	0.216036516	0.285423961	0.290603321	0.291387513
EG11559	0.067703425	0.141734166	0.096207831	0.130871194	0.079706797	0.104712229	0.120401435	0.169372481	0.154932725	0.106943479	0.226958731	0.235835081	0.193012795	0.185201122	0.138024165	0.196338014	0.099689483	0.184573363	0.205077038	0.249611014
EG11560	0.19380526	0.205036589	0.14065143	0.220933415	0.179998875	0.242308239	0.24532388	0.174263173	0.284461985	0.192775685	0.312272415	0.298874945	0.251248201	0.221538227	0.309614373	0.3332614	0.270202131	0.319419888	0.288568351	0.438591005
EG11561	0.267849997	0.184274756	0.082636028	0.220968711	0.19013437	0.14002404	0.173725299	0.180933543	0.225525754	0.189080801	0.182644709	0.193191295	0.16405106	0.108166425	0.237685636	0.228657509	0.146196235	0.139389233	0.250675683	0.202201469
EG11562	0.809004467	0.539313432	0.282307813	0.716603253	0.709636762	0.607205651	0.57475929	0.685884148	0.43678611	0.399159835	0.874489759	0.324109322	0.958082252	0.143139437	0.765298061	0.991191331	0.292274711	0.688231288	0.795660342	0.858160737
EG11563	0.601168184	0.506680905	0.222153984	0.550074925	0.617695806	0.550439515	0.417681052	0.510059747	0.283504982	0.38705146	0.870993948	0.108206176	0.951950116	0.046320417	0.747014664	0.991848328	0.141010765	0.58506206	0.773563515	0.81537378
EG11564	0.786836158	0.632987276	0.24833982	0.668111034	0.676246617	0.526442456	0.601735141	0.671416001	0.358140272	0.338079518	0.514239106	0.264864028	0.585171437	0.177549987	0.60009493	0.598555476	0.27342448	0.4669016	0.536570949	0.622697878
EG11565	0.795578211	0.616956332	0.405453652	0.708763103	0.709763366	0.598560431	0.650795661	0.621012555	0.304663553	0.399062604	0.860874029	0.205571977	0.960173312	0.17385952	0.755259501	0.988374085	0.253873788	0.705059261	0.809616817	0.833893785
EG11569	0.698977331	0.629877917	0.328302242	0.785351519	0.874814013	0.705617357	0.604199862	0.975537667	0.212398724	0.446621953	0.414018826	0.00028	0.00470648	0.850328888	0.335438018	0.557261147	0.196327112	0.899910581	0.527998814	0.671023088
EG11575	0.375315494	0.233207441	0.472283025	0.397017074	0.724403703	0.695970934	0.782233535	0.551125883	0.462617534	0.30858985	0.254464076	0.926429237	0.701949485	0.810156273	0.745271556	0.941279103	0.476721954	0.74621384	0.728455507	0.814196028
EG11576	0.552573493	0.355521073	0.427173674	0.426367548	0.714009629	0.616593478	0.762011576	0.683098918	0.56063122	0.345398809	0.239515029	0.863915131	0.535827744	0.605840207	0.625673086	0.928291929	0.545158852	0.779546925	0.758981125	0.794811297
EG11577	0.35004372	0.279392571	0.376670217	0.353409911	0.697156656	0.653703331	0.71887647	0.36952549	0.38681474	0.165711459	0.052192739	0.987151091	0.439916984	0.656232679	0.577608886	0.75103917	0.909667327	0.253331431	0.85017385	0.972793987
EG11595	0.40886612	0.638264475	0.150323782	0.620056362	0.131368086	0.681703063	0.473645687	0.898855805	0.754059219	0.645393926	0.837972636	0.764829106	0.438430353	0.84342704	0.56891306	0.526204156	0.399492861	0.703975708	0.924466434	0.933810369
EG11596	0.500291566	0.650581676	0.472810541	0.660146232	0.346901457	0.702020045	0.480268008	0.890031994	0.79186693	0.655933345	0.805221178	0.689451559	0.510096616	0.852567349	0.522922895	0.45004976	0.257329263	0.716292675	0.889251224	0.919138587
EG11597	0.544976801	0.567853525	0.172135934	0.489163991	0.189525007	0.706767959	0.270238441	0.872853175	0.75824548	0.577333912	0.757891428	0.542930655	0.54488049	0.845970196	0.49661089	0.357717078	0.230291708	0.696778393	0.876140398	0.904661858
EG11598	0.588799424	0.683763611	0.568252909	0.690160707	0.31072829	0.721183587	0.529869661	0.911839154	0.83000685	0.702108361	0.72897334	0.706153397	0.515364145	0.766881432	0.4635338	0.419122907	0.403793061	0.733664322	0.890427828	0.898603475
EG11599	0.45153011	0.44372472	0.436207332	0.57574669	0.37144159	0.493875306	0.35122712	0.483479959	0.317596721	0.447660666	0.438733549	0.429676222	0.348367505	0.360429869	0.49846964	0.389258753	0.411706083	0.411951045	0.494814331	0.332275233
EG11609	0.102796894	0.054990416	0.127077646	0.072960907	0.007365711	0.089547574	0.070378332	0.005892854	0.323943377	0.070956283	0.640805443	0.765022015	0.424271767	0.991389959	0.261047453	0.4106075	0.43320023	0.404410967	0.334073316	0.5815929
EG11612	0.978352592	0.909532329	0.707683156	0.9181769	0.952737617	0.831017366	0.86170504	0.983311641	0.408614613	0.646042783	0.860527586	0.404838154	0.960178572	0.198086919	0.777658791	0.990832891	0.293015216	0.680054969	0.860235146	0.900869183
EG11618	0.225247718	0.517910544	0.998489183	0.176457403	0.702131731	0.340178052	0.705513119	0.133440245	0.399208016	0.632263023	0.119790145	0.992434612	0.847447101	0.408158982	0.201175049	0.481993503	0.115899729	0.626478698	0.904926599	0.771009791
EG11622	0.99944854	0.951901903	0.894431907	0.988750485	0.993727622	0.966107648	0.978300777	0.998681399	0.69123966	0.933049053	0.970690516	0.64384025	0.994528153	0.584769767	0.926101213	0.997310026	0.652595331	0.854024053	0.95992585	0.9573311
EG11624	0.26704813	0.005934173	0.768296271	0.201444343	0.217435951	0.550752607	0.722265261	0.509370312	0.277757541	0.022895042	0.13042235	0.02270255	0.339321123	0.102446789	0.0687374	0.881021242	0.06716364	0.052771338	0.220032074	0.09199469
EG11625	0.171682935	0.002026303	0.787546527	0.098606528	0.207510503	0.464931618	0.710939921	0.370543806	0.17423703	0.057109231	0.115942864	0.007352033	0.256630985	0.125286022	0.038375185	0.808865074	0.074230116	0.05535716	0.151312882	0.088344788
EG11627	0.083339591	0.000839	0.71327312	0.19251532	0.251912725	0.535267076	0.666320961	0.395121042	0.220433931	0.020143614	0.160096649	0.007353295	0.283855081	0.090946293	0.044467885	0.854967478	0.123394076	0.047085505	0.215323927	0.14125051
EG11628	0.094838934	0.000752	0.925638899	0.117543274	0.135984189	0.632758018	0.896153963	0.512886149	0.146643389	0.018059276	0.096968097	0.031479268	0.255078868	0.07804408	0.07055697	0.809980934	0.059048439	0.041020088	0.152819574	0.111044918
EG11630	0.949346681	0.962560077	0.828152969	0.941973518	0.928545865	0.927905914	0.809243601	0.987379953	0.42538566	0.889575958	0.919593113	0.853006115	0.969947922	0.729356825	0.948250858	0.98958169	0.768306177	0.831510881	0.955810522	0.961253291
EG11631	0.945665759	0.947122824	0.74471204	0.94229074	0.902663991	0.928285657	0.829571537	0.98576335	0.571987376	0.86759597	0.89788583	0.83202319	0.965382388	0.713180012	0.957215494	0.988189966	0.660365712	0.789386782	0.944777958	0.940751844
EG11632	0.894819595	0.858133074	0.656863277	0.920524886	0.910871266	0.880201102	0.80969281	0.986797017	0.462147249	0.791292345	0.906077851	0.571124711	0.695748006	0.823006996	0.852267747	0.934271753	0.785320399	0.91106778	0.904615886	0.948559857
EG11647	0.269084055	0.954368069	0.188705836	0.80507187	0.41994742	0.256382445	0.910836857	0.814375359	0.016921082	0.228654972	0.360446705	0.955269194	0.984995937	0.750821725	0.003063803	0.846282852	0.970360568	0.351327817	0.762894539	0.941479544
EG11654	0.651240362	0.827070596	0.555765495	0.589821176	0.782749899	0.586629196	0.714887674	0.834622144	0.465312563	0.480989239	0.415170745	0.666593285	0.578863671	0.711259987	0.643654569	0.462202856	0.771034057	0.695220022	0.630858117	0.593748593
EG11656	0.551464464	0.798698832	0.487897209	0.479375269	0.7805681	0.567627658	0.609810457	0.829586582	0.416765088	0.483265588	0.604729667	0.708862491	0.602265213	0.712953538	0.74887038	0.498870835	0.715487038	0.676393939	0.636318601	0.670759856
EG11665	0.776104217	0.754788179	0.593798388	0.882259086	0.927784113	0.811676702	0.754162712	0.98509898	0.365961254	0.662403787	0.797033591	0.071645555	0.090176544	0.939536348	0.547511855	0.81493183	0.661595655	0.946822103	0.764628827	0.886548798
EG11666	0.484459684	0.719272327	0.517180123	0.686619693	0.380323018	0.735597746	0.533301769	0.92996664	0.806729825	0.694580229	0.7125623	0.71686574	0.499639502	0.836718481	0.636011409	0.532345807	0.412619168	0.742152371	0.932871561	0.919741344
EG11668	0.493423158	0.911802784	0.403923432	0.75328349	0.562308316	0.798098494	0.382783841	0.927563834	0.216269198	0.802636991	0.614634629	0.64937257	0.783688419	0.484963852	0.840131488	0.910829606	0.159208743	0.221341454	0.803943968	0.802253104
EG11669	0.696740459	0.907394292	0.534861847	0.809005241	0.500653333	0.883611753	0.477778983	0.957870533	0.245172267	0.853923767	0.72853839	0.816427519	0.878997914	0.643019759	0.914303942	0.956136951	0.286951926	0.423358547	0.884973307	0.889372935
EG11670	0.506203908	0.918697908	0.535987501	0.722709542	0.549468051	0.813388974	0.386208726	0.921351589	0.297098331	0.781413098	0.732225487	0.750363543	0.875268937	0.46358711	0.90899773	0.933230551	0.260480134	0.362358484	0.82197673	0.854108761
EG11671	0.641004615	0.896716855	0.627161956	0.794875997	0.555505459	0.822604251	0.485694128	0.942891383	0.279862822	0.842992346	0.591817904	0.70245947	0.862001158	0.514780904	0.834908949	0.925575856	0.174390477	0.246146387	0.817749752	0.814172152
EG11672	0.684660822	0.951174838	0.614442582	0.866226463	0.675109762	0.89331293	0.573431185	0.966235932	0.352121585	0.881060998	0.754244099	0.843144988	0.891949854	0.659922909	0.947366537	0.967177426	0.405783055	0.494253937	0.888608942	0.903985368
EG11676	0.054715477	0.073614283	0.307788699	0.245489174	0.134067663	0.157273876	0.04035331	0.072125692	0.218878269	0.284454084	0.555634186	0.422308493	0.610311007	0.317394203	0.678753063	0.645780384	0.053192502	0.181179557	0.622143429	0.644974614
EG11698	0.057412392	0.108318505	0.072338665	0.029795205	0.046292633	0.082410294	0.103408253	0.040127519	0.055264035	0.064932565	0.285205282	0.189200426	0.252527753	0.174615597	0.28759667	0.340322996	0.257730261	0.32500297	0.30169271	0.246640619
EG11703	0.281927895	0.166530174	0.186237101	0.397586705	0.190413267	0.266513394	0.147227335	0.397401444	0.356489901	0.30691532	0.475163646	0.254222378	0.687374968	0.162099538	0.454507158	0.652185164	0.155051511	0.489781573	0.536464038	0.344290368
EG11704	0.354905096	0.248331709	0.236224071	0.455124857	0.373085866	0.336885799	0.32097373	0.608924409	0.363175203	0.339423888	0.45234462	0.270034262	0.552814752	0.221588842	0.529567581	0.612960847	0.210900639	0.419005416	0.474544483	0.344621473
EG11712	0.860180747	0.842941041	0.739292614	0.873343618	0.966583754	0.833367149	0.842305635	0.990535266	0.509952665	0.748353812	0.770085812	0.066468224	0.050372666	0.90956019	0.498214855	0.7843895	0.578711423	0.934684158	0.722229265	0.836361058
